"page","category","record","cas_number","name","emission_likelihood","pbt_vpvb_req","pmt_vpvm","quality","p","p_rat","m","m_rat","t","t_rat","max_conc_myg_l","comments"
101,4,205,"68512-65-2","Resin acids and Rosin acids, esters with eth- ylene glycol","high","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 187d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 B (Ready Biodegradability: CO2Evolution Test)","vM","read-across min. log Dow/Kow = 2.4 (neutral cmpd.)","T","Rep_2","",""
101,4,206,"-","Tin, dioctylbis(2,4-pentanedionato-<U+03BA>O2,<U+03BA>O4)-","high","N","vPvM& PMT","MQ","Pot.P/vP++","estimated t1/2 = 32d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screentests for substance/main transformation prod-ucts, e.g. 301 F (Ready Biodegradability: Mano- metric Respirometry Test)","vM","exp min. logDoc/Koc = 0.9 (neu- tral cmpd.)","T","Rep_2STOTRE_2","",""
102,4,207,"100-40-3","4-vinylcyclohexene","low","N","PMT","MQ","Pot. P/vP++","estimated t1/2 = 16d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","M","QSAR min. log Dow/Kow = 3.2 (ne- utral cmpd.)","T","Carc_2Rep_2","",""
102,4,208,"68-22-4","Norethisterone","low","N","PMT","MQ","Pot. P/vP++","estimated t1/2 = 78d, weight-of-evidence (this study) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 B (Ready Biodegradability: CO2Evolution Test)","M","exp min. log Dow/Kow = 2.7 (ne- utral cmpd.)","T","Carc_1bCarc_2Lact Rep_1a Rep_1b Rep_2STO-TRE_2_Sus pected ED","","pharmaceutical"
102,4,209,"88-17-5","a,a,a-trifluoro-o-tolu- idine","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 96d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 B (Ready Biodegradability: CO2Evolution Test)","vM","exp min. log Dow/Kow = 2.3 (ne- utral cmpd.)","T","STOTRE_2","",""
102,4,210,"81-11-8","4,4'-diaminostilbene-2,2'-disulphonic acid","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 251d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 D (Ready Biodegradability: Closed Bottle Test)","vM","QSAR min. log Dow/Kow = -2.7 (ionizable cmpd.)","T","SuspectedED","",""
102,4,211,"88-75-5","2-nitrophenol","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 31d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","exp min. log Doc/Koc = -1.3 (ion- izable cmpd.)","T","STOTRE_2","","HOT-L"
103,4,212,"88-44-8","4-aminotoluene-3-sul- phonic acid","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 50d, weight-of-evidence (this study) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","QSAR min. log Dow/Kow = -1.7 (ionizable cmpd.)","T","SuspectedED","",""
103,4,213,"97-00-7","1-chloro-2,4-dinitro- benzene","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 159d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 B (Ready Biodegradability: CO2Evolution Test)","vM","exp min. log Dow/Kow = 2.2 (ne- utral cmpd.)","T","muta_2STOTRE_1STOTRE_2","","HOT-L"
103,4,214,"95-54-5","o-phenylenediamine","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 48d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","exp min. log Dow/Kow = -0.6 (ionizable cmpd.)","T","Carc_2 muta_2","",""
103,4,215,"99-88-7","4-isopropylaniline","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 36d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","exp min. logDoc/Koc = 1.2 (ioniz- able cmpd.)","T","ecotox","",""
103,4,216,"97-52-9","4-nitro-o-anisidine","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 46d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 F (Ready Biodegradability: Mano- metric Respirometry Test)","vM","exp min. log Dow/Kow = 1.2 (ion- izable cmpd.)","T","Carc_2 muta_2","",""
103,4,217,"103-69-5","N-ethylaniline","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 26d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 D (Ready Biodegradability: Closed Bottle Test)","vM","exp min. log Dow/Kow = 1.1 (ion- izable cmpd.)","T","STOTRE_2","",""
104,4,218,"106-48-9","4-chlorophenol","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 23d, weight-of-evidence (this study) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","exp min. logDoc/Koc = 0.9 (ioniz- able cmpd.)","T","SuspectedED","","HOT-L"
104,4,219,"108-67-8","Mesitylene","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 19d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","exp min. log Doc/Koc = 2.9 (neu- tral cmpd.)","T","STOTRE_1","",""
104,4,220,"109-09-1","2-chloropyridine","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 35d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","exp min. log Doc/Koc = 0.8 (neu- tral cmpd.)","T","STOTRE_2","",""
104,4,221,"109-70-6","1-bromo-3-chloropro- pane","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 24d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 B (Ready Biodegradability: CO2Evolution Test)","vM","QSAR min. log Dow/Kow = 2.0 (ne- utral cmpd.)","T","Carc_1b Carc_2 muta_2Rep_2STOTRE_2","","HOT-L"
104,4,222,"119-65-3","Isoquinoline","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 19d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","exp min. logDoc/Koc = 1.8 (ioniz- able cmpd.)","T","Carc_1b","",""
104,4,223,"121-86-8","2-chloro-4-nitrotolu- ene","low","N","PMT","MQ","Pot. P/vP++","estimated t1/2 = 72d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","M","QSAR min. log Dow/Kow = 2.9 (ne- utral cmpd.)","T","STOTRE_2","",""
105,4,224,"434-03-7","Ethisterone","low","N","PMT","MQ","Pot. P/vP++","estimated t1/2 = 119d, weight-of-evidence (this study) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 F (Ready Biodegradability: Mano- metric Respirometry Test)","M","exp min. log Dow/Kow = 2.7 (ne- utral cmpd.)","T","ecotoxCarc_2Lact Rep_1a Rep_2_Sus pected ED","","pharmaceutical"
105,4,225,"479-27-6","1,8-naphthylenedia- mine","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 64d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","QSAR min. log Dow/Kow = 1.3 (ion- izable cmpd.)","T","Carc_2 muta_2","",""
105,4,226,"599-64-4","4-(a,a-dimethylben- zyl)phenol","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 27d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 D (Ready Biodegradability: Closed Bottle Test)","vM","exp min. logDoc/Koc = 3.0 (ioniz- able cmpd.)","T","STO- TRE_2_Sus pected ED","",""
105,4,227,"611-06-3","1,3-dichloro-4-nitro- benzene","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 119d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 F (Ready Biodegradability: Mano- metric Respirometry Test)","vM","exp min. log Doc/Koc = 2.5 (neu- tral cmpd.)","T","Carc_1b Carc_2 muta_2Rep_2","",""
105,4,228,"615-60-1","4-chloro-o-xylene","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 32d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 D (Ready Biodegradability: Closed Bottle Test)","vM","exp min. log Doc/Koc = 1.2 (neu- tral cmpd.)","T","STOTRE_2","",""
105,4,229,"920-66-1","1,1,1,3,3,3-hex- afluoropropan-2-ol","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 95d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","exp min. log Doc/Koc = -0.5 (ion- izable cmpd.)","T","Rep_2","",""
106,4,230,"1185-81-5","Dibutylbis(do- decylthio)stannane","low","N","PMT","MQ","Pot. P/vP++","estimated t1/2 = 12d, weight-of-evidence (this study) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 F (Ready Biodegradability: Mano- metric Respirometry Test)","M","exp min. log Dow/Kow = 3.1 (ne- utral cmpd.)","T","muta_2Rep_1bSTOTRE_1","",""
106,4,231,"1321-12-6","Nitrotoluene","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 39d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","exp min. log Doc/Koc = 1.9 (neu- tral cmpd.)","T","Carc_1b muta_1b Rep_2STOTRE_2","",""
106,4,232,"1570-64-5","4-chloro-o-cresol","low","N","PMT","MQ","Pot. P/vP++","estimated t1/2 = 26d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 B (Ready Biodegradability: CO2Evolution Test)","M","exp min. log Dow/Kow = 2.2 (ion- izable cmpd.)","T","SuspectedED","",""
106,4,233,"2243-62-1","1,5-naphthylenedia- mine","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 64d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","QSAR min. log Dow/Kow = 1.1 (ion- izable cmpd.)","T","Carc_2","",""
106,4,234,"100-00-5","1-chloro-4-nitroben- zene","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 64d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 D (Ready Biodegradability: Closed Bottle Test)","vM","exp min. log Doc/Koc = 2.1 (neu- tral cmpd.)","T","Carc_2 muta_2STOTRE_2","",""
106,4,235,"2524-03-0","O,O-dimethyl phos- phorochloridothioate","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 24d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 F (Ready Biodegradability: Mano- metric Respirometry Test)","vM","QSAR min. log Dow/Kow = 1.4 (ne- utral cmpd.)","T","muta_2","",""
107,4,236,"3590-84-9","Tetraoctyltin","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 8d, weight-of-evidence (this study) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 F (Ready Biodegradability: Mano- metric Respirometry Test)","vM","exp min. log Dow/Kow = -4.0 (ne- utral cmpd.)","T","STOTRE_2","","antibiotic"
107,4,237,"5460-09-03","Sodium hydrogen 4- amino-5-hy- droxynaphthalene-2,7-disulphonate","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 90d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","QSAR min. log Dow/Kow = -4.2 (single_anion cmpd.)","T","SuspectedED","",""
107,4,238,"6358-64-1","4-chloro-2,5-di- methoxyaniline","low","N","PMT","MQ","Pot. P/vP++","estimated t1/2 = 36d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 F (Ready Biodegradability: Mano- metric Respirometry Test)","M","exp min. log Dow/Kow = 1.8 (ion- izable cmpd.)","T","STO- TRE_2_Sus pected ED","",""
107,4,239,"6640-24-0","1-(m-chlorophenyl)pi- perazine","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 62d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 F (Ready Biodegradability: Mano- metric Respirometry Test)","vM","QSAR min. log Dow/Kow = 0.3 (ion- izable cmpd.)","T","Rep_2","",""
107,4,240,"7336-20-1","Disodium 4,4'-diami- nostilbene-2,2'- disulphonate","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 251d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 302 B (Inherent biodegradability: Zahn-Wellens/EMPA Test)","vM","QSAR min. log Dow/Kow = -3.1 (multiple_anion cmpd.)","T","SuspectedED","",""
107,4,241,"7474-78-4","3,4-diaminobenzene- sulphonic acid","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 82d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 D (Ready Biodegradability: Closed Bottle Test)","vM","QSAR min. log Dow/Kow = -2.7 (ionizable cmpd.)","T","SuspectedED","",""
108,4,242,"25376-45-827310-25-4","Diaminotoluene7-aminonaphthalene-1,3,5-trisulphonic acid","lowlow","NN","PMTvPvM& PMT","MQMQ","Pot. P/vP++Pot. P/vP++","estimated t1/2 = 54d, weight-of-evidence (this study) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 302 C (Inherent Biodegradability: Modified MITI Test (II))estimated t1/2 = 174d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 302 B (Inherent biodegradability: Zahn-Wellens/EMPA Test)","MvM","exp min. logDoc/Koc = 3.4 (ioniz- able cmpd.)QSAR min. log Dow/Kow = -5.0 (ionizable cmpd.)","TT","Carc_1b muta_2Rep_2STOTRE_2SuspectedED","",""
108,4,243,"49701-24-8","4-amino-2,5-di- methoxy-N- methylbenzenesul- phonamide","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 34d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 F (Ready Biodegradability: Mano- metric Respirometry Test)","vM","exp min. log Dow/Kow = 0.3 (ion- izable cmpd.)","T","SuspectedED","",""
108,4,244,"67801-01-8","Barium bis[5-chloro-4-ethyl-2-[(2-hydroxy-1-naphthyl)azo]ben- zenesulphonate]","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 205d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","exp min. log Dow/Kow = 0.1 (sin- gle_anion cmpd.)","T","SuspectedED","",""
108,4,245,"71786-67-9","Benzyl(3-hydroxy- phenacyl)me- thylammonium chlo- ride","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 26d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 B (Ready Biodegradability: CO2Evolution Test)","vM","QSAR min. log Dow/Kow = 0.5 (sin- gle_cation cmpd.)","T","SuspectedED","",""
108,4,246,"73612-34-7","Barium bis[6-chloro-4-[(2-hydroxy-1-naph- thyl)azo]toluene-3- sulphonate]","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 122d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 B (Ready Biodegradability: CO2Evolution Test)","vM","exp min. log Dow/Kow = 2.0 (sin- gle_anion cmpd.)","T","SuspectedED","",""
109,4,247,"84650-02-2","Distillates (coal tar), benzole fraction","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 21d, weight-of-evidence (this study) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 302 C (Inherent Biodegradability: Modified MITI Test (II))","vM","exp min. log Doc/Koc = 1.4 (neu- tral cmpd.)","T","Carc_1a Carc_1b muta_1b Rep_2STOTRE_1","",""
109,4,248,"93839-71-5","4-[[(2-aminophe- nyl)methyl]amino]cy- clohexyl acetate","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 26d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 B (Ready Biodegradability: CO2Evolution Test)","vM","QSAR min. log Dow/Kow = 0.3 (ion- izable cmpd.)","T","SuspectedED","",""
109,4,249,"7305-71-7","2-amino-5-methylthi- azole","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 31d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 D (Ready Biodegradability: Closed Bottle Test)","vM","QSAR min. log Dow/Kow = 0.3 (ion- izable cmpd.)","T","STOTRE_2","",""
109,4,250,"114772-54-2","4'-Bromomethylbi- phenyl-2-carbonitrile","low","N","PMT","MQ","Pot. P/vP++","estimated t1/2 = 34d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 B (Ready Biodegradability: CO2Evolution Test)","M","exp min. log Doc/Koc = 3.4 (neu- tral cmpd.)","T","muta_2","",""
109,4,251,"54914-95-3","sodium 2-amino-5- methylbenzenesul- fonate","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 50d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","vM","QSAR min. log Dow/Kow = -1.7 (single_anion cmpd.)","T","SuspectedED","",""
109,4,252,"3717-40-6","N,N-dimethyl-1-ada- mantanamine","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 61d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 302 B (Inherent biodegradability: Zahn-Wellens/EMPA Test)","vM","QSAR min. log Dow/Kow = 0.9 (ion- izable cmpd.)","T","Rep_2","",""
110,4,253,"91161-71-6","(2E)-N,6,6-trimethyl- N-(1-naphthylme- thyl)hept-2-en-4-yn-1- amine","low","N","vPvM& PMT","MQ","Pot. P/vP++","estimated t1/2 = 133d, weight-of-evidence (this study) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 B (Ready Biodegradability: CO2Evolution Test)","vM","exp min. log Dow/Kow = 0.3 (ion- izable cmpd.)","T","ecotox","",""
110,4,254,"641571-11-113674-84-5","3-(4-Methyl-1H-imid- azol-1-yl)-5-(trifluoro- methyl)anilineTris(2-chloro-1-meth- ylethyl) phosphate","lowvery high","NY","PMTPM","MQHQ","Pot. P/vP++vP","estimated t1/2 = 158d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 B (Ready Biodegradability: CO2Evolution Test)Biodegradation results in 301C and E tests<20% and persistence due to PBT assessment. Therefore, this substance is assessed to be per- sistent in water. (Berger et al. 2018)","MM","QSAR min. log Dow/Kow = 1.9 (ion- izable cmpd.)QSAR min. log Dow/Kow = 2.9 (ne- utral cmpd.)","TPot. T","SuspectedEDCramerClass III","E; F; K; Z(DW: 0.5)",""
110,5,255,"1506-02-1","1-(5,6,7,8-tetrahydro-3,5,5,6,8,8-hexame- thyl-2-naph- thyl)ethan-1-one","very high","Y","PM","MQ","Pot. P/vP++","estimated t1/2 = 74d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","M","exp min. log Doc/Koc = 3.4 (neu- tral cmpd.)","NotT","-","H  (DW:<0.1)","DK-study"
110,5,256,"15214-89-8","2-acrylamido-2- methylpropanesul- phonic acid","very high","Y","PM","HQ","P","Due to lack of other information the substancewas evaluated by PBT assessment in water. Therefore, this substance is assessed to be per- sistent in water. (Berger et al. 2018)","vM","exp min. log Dow/Kow = -3.7 (ionizable cmpd.)","Pot. T","CramerClass III","F (DW:det.)","DK-study"
110,5,257,"21145-77-7","1-(5,6,7,8-tetrahydro-3,5,5,6,8,8-hexame- thyl-2-naph- thyl)ethan-1-one","medium","N","PM","MQ","Pot. P/vP++","estimated t1/2 = 74d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","M","exp min. log Doc/Koc = 3.4 (neu- tral cmpd.)","NotT","-","J(DW: 0.1)",""
111,5,258,"461-58-5","Cyanoguanidine","very high","Y","PM","HQ","P","No significant biodegradation in 301E tests. The PBT assessment evaluates the substance to be persistent. Therefore, this substance is assessed to be persistent in water. (Berger et al. 2018)","vM","exp min. log Dow/Kow = 0.1 (ne- utral cmpd.)","Pot. T","CramerClass III","F; Z  (DW:det.)",""
111,5,259,"1561-92-8","Sodium 2- methylprop-2-ene-1- sulphonate","very high","Y","PM","HQ","P","No significant biodegradation in a 301A ana-logue test with preadaption. Due to lack of other information the substance was assessed by PBT assessment. Therefore, this substance is assessed to be persistent in water. (Berger et al.2018)","vM","exp min. log Doc/Koc = -6.6 (single_anion cmpd.)","Pot. T","CramerClass III","Z",""
111,5,260,"23386-52-9","Sodium 1,4-dicyclo- hexyl sulphonatosuc- cinate","very high","Y","PM","HQ","P","All biodegradation results in 301B, D and E and302B tests imply no significant biodegradation. Therefore, this substance is assessed to be per- sistent in water. (Berger et al. 2018)","vM","exp min. log Dow/Kow = 0.0 (sin- gle_anion cmpd.)","Pot. T","CramerClass III","Z",""
111,5,261,"3965-55-7","Sodium dimethyl 5- sulphona- toisophthalate","very high","Y","PM","HQ","P","All biodegradation results in 301C and 302Btests imply no significant biodegradation. Therefore, this substance is assessed to be per- sistent in water. (Berger et al. 2018)","vM","QSAR min. log Dow/Kow = -1.0 (single_anion cmpd.)","Pot. T","CramerClass III","Z",""
111,5,262,"52722-86-8","4-hydroxy-2,2,6,6-tet- ramethylpiperidine-1- ethanol","very high","Y","PM","HQ","P","No significant biodegradation in 301B tests. ThePBT assessment evaluates the substance to be persistent. Therefore, this substance is assessed to be persistent in water. (Berger et al. 2018)","vM","exp min. log Doc/Koc = -3.7 (ion- izable cmpd.)","Pot. T","CramerClass III","Z",""
111,5,263,"55589-62-3","6-methyl-1,2,3-oxa-thiazin-4(3H)-one 2,2- dioxide, potassiumsalt","very high","Y","PM","HQ","P","All biodegradation results in 301A and 302Btests imply no significant biodegradation. Therefore, this substance is assessed to be per- sistent in water. (Berger et al. 2018)","vM","QSAR min. log Dow/Kow = -2.3 (single_anion cmpd.)","Pot. T","CramerClass III","Z",""
111,5,264,"7365-45-9101-77-9","4-(2-hydroxyethyl)pi-perazin-1- ylethanesulphonic acid4,4'-methylenediani- line","mediumvery high","YY","PMPot. PMT/v PvM","HQLQ","PPot. P/vP","No significant biodegradation in 301D tests. ThePBT assessment evaluates the substance to be persistent. Therefore, this substance is assessed to be persistent in water. (Berger et al. 2018)P data for this substance is variable and difficult to conclude (see e.g. Berger et al. (2018)); how- ever, its identification in monitoring studies in monitoring studies (Schulze et al. 2019) indi- cates it is persistent enough to be considered potentially P/vP","vMvM","exp min. logDoc/Koc = 1.3 (zwit- terion cmpd.)exp min. logDoc/Koc = 0.8 (ioniz- able cmpd.)","Pot. TT","CramerClass IIISVHC","ZZ","SVHC, DK-study"
112,6,265,"104-23-4","4'-aminoazobenzene-4-sulphonic acid","very high","Y","Pot. PMT/v PvM","LQ","Pot. P/vP","P data for this substance is variable and difficultto conclude (see e.g. Berger et al. (2018)); how- ever, its identification in monitoring studies in monitoring studies (Schulze et al. 2019) indi- cates it is persistent enough to be considered potentially P/vP","vM","exp min. log Dow/Kow = 0.4 (ion- izable cmpd.)","T","SuspectedED","Z","DK-study"
112,6,266,"103-90-2","Paracetamol","medium","Y","Pot. PMT/v PvM","LQ","Pot. P/vP","estimated t1/2 = 11d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. logDoc/Koc = 0.0 (ioniz- able cmpd.)","T","Carc_2 muta_2STOTRE_1STOTRE_2","B; C; D; H; J;Q;R (DW&GW:120)",""
112,6,267,"121-57-3","Sulphanilic acid","very high","Y","Pot.PMT/vPvM","LQ","Pot. P/vP","estimated t1/2 = 44d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. logDow/Kow = -1.9 (ionizable cmpd.)","T","SuspectedED","F  (DW:det.)",""
